id,SMILES,FFV,smiles_len,count_star,count_C,count_O,count_N,count_equal,split
13021733,*O[Si](*)(CCCOCCOCCOCCOCCOC)CCCOCCOCCOCCOCCOC,0.36551909,45,2,24,11,0,0,train
13364814,*CCCP(C)(=O)CCCNC(=O)CCCCC(=O)N*,0.33815952,32,2,13,3,2,3,valid
13630833,*c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,0.42131241,106,2,16,4,2,4,train
13850404,*OC(=O)OCC(O)C(O)COC(=O)OC1COC2C(*)COC12,0.29768641,40,2,12,10,0,2,train
13874722,*CCCCCOCO*,0.36424093,10,2,6,2,0,0,train
15891916,*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6nc(-c7cccc(-c8nc(*)c(-c9ccccc9)[nH]8)c7)[nH]c6-c6ccccc6)cc5)cc4)c3)cc2)cc1,0.39177495,121,2,2,4,0,2,train
15979280,*Oc1ccc(NC(=O)c2cc(NC(=O)CCCCCN3C(=O)c4ccccc4C3=O)cc(C(=O)Nc3ccc(*)cc3)c2)cc1,0.33547772,77,2,10,6,4,5,train
16364869,*c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc(C(F)(F)F)c1)C2=O,0.39841654,87,2,8,4,2,4,train
16855553,*CC(*)C(=O)Oc1ccccc1,0.3539411,20,2,3,2,0,1,valid
17114758,*Oc1ccc(Cc2ccc(OC(=O)c3ccc(C(C)(C)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,0.36534872,62,2,6,4,0,2,train
17899555,*C=C(*)c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C#C)cc5)c(=O)c4cc3c2=O)cc1,0.37446752,66,2,4,4,0,5,valid
17943713,*c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(OCCCCCCOc3ccc(/C=C/c4ccc(F)cc4)cc3)c2)cc1OCCCCCCOc1ccc(/C=C/c2ccc(F)cc2)cc1,0.36214283,138,2,20,9,2,6,train
18227797,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)C(=O)OCCCCCC)cc1,0.35827772,66,2,22,7,1,4,train
18308835,*O[Si](C)(C)c1ccc2ccc([Si](*)(C)C)cc2c1,0.41603966,39,2,4,1,0,0,train
18339242,*CC(*)C(=O)OC([2H])([2H])[2H],0.32713966,29,2,4,2,0,1,train
18520951,*CC(C)(C)C1C(=O)N(c2c(C)cccc2C)C(=O)C1*,0.36567807,39,2,10,2,1,2,train
18696710,*CC(O)COc1c(C)cc(S(=O)(=O)c2cc(C)c(O*)c(C)c2)cc1C,0.36816578,49,2,7,5,0,2,train
19277692,*c1ccc(Oc2ccc(-c3cnc4ccc(Oc5ccc6nc(*)cnc6c5)cc4n3)cc2)cc1,0.39336683,57,2,0,2,0,0,train
19303052,*CC(*)(C)C(=O)OCc1cc(Cl)ccc1Cl,0.36119278,30,2,7,2,0,1,train
19522327,*CC(*)OC(=O)c1cccc(Br)c1,0.37722551,24,2,3,2,0,1,train
20039468,*Oc1ccc(-c2ccc(-c3ccc(Oc4ccc(C(=O)c5cccc(C(=O)c6ccc(*)cc6)c5)cc4)cc3)cc2)cc1,0.36836692,76,2,2,4,0,2,train
20273521,*CC(CN1C(=O)C2C3C=CC(C3)C2C1=O)O*,0.34392035,33,2,12,3,1,3,train
20627281,*Nc1cc2ccccc2c(-c2cccc3ccccc23)c1N*,0.35509262,35,2,0,0,2,0,train
20883601,*Cc1cc(C)c(CNC(=O)c2ccc(C(=O)N*)cc2)cc1C,0.33875515,40,2,6,2,2,2,valid
21279513,*Oc1ccc(C2(c3ccc(OC4(F)C(*)(F)C(F)(F)C4(F)F)cc3)c3ccccc3-c3ccccc32)cc1,0.38927007,70,2,5,2,0,0,train
21520341,*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CCC(C)CC2)cc1,0.37589597,62,2,10,3,2,3,train
22184710,*CC(*)c1ccc(C(=O)OCCC)cc1,0.37674615,25,2,6,2,0,1,train
22597605,*c1ccc(Oc2ccc(-c3nc4cc(-c5ccc6nc(-c7ccccc7)c(*)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,0.41714937,77,2,0,1,0,0,train
22905078,*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.32506583,49,2,9,2,0,1,train
22928574,*O[Sn](CCCC)(CCCC)OC(=O)/C=C/C(*)=O,0.35027613,35,2,12,4,0,3,valid
22953969,*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,0.35595348,47,2,14,4,0,2,valid
23036398,*c1ccc(S(=O)(=O)c2ccc(N3C(=O)C(C)C(SCCOCCSC4C(=O)N(c5ccc(S(=O)(=O)c6ccc(N7C(=O)CC(C)(SCCOCCSC8(C)CC(=O)N(*)C8=O)C7=O)cc6)cc5)C(=O)C4C)C3=O)cc2)cc1,0.34421859,146,2,28,14,4,12,train
23694396,*N=P(*)(Cl)Cl,0.34644364,13,2,2,0,1,1,train
23713841,*C(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cc8)cc6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,0.36615689,159,2,8,11,5,7,train
24351648,*Nc1ccc(C2(c3ccc(N*)cc3)C=CCCC2)cc1,0.34884686,35,2,6,0,2,1,train
24969052,*CCCCCOC(=O)c1cccc(C(=O)O*)c1,0.34539931,29,2,7,4,0,2,train
24982830,*c1ccc(NC(=O)CN2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(CC(=O)Nc4ccc(-c6nnc(*)o6)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,0.35544781,111,2,11,6,4,6,valid
25581268,*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc(C(C)(C)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1,0.37886829,104,2,7,8,2,6,train
25596707,*c1ccc(Oc2ccc(N3C(=O)c4cc(-c5ccc([Si](C)(C)C)cc5)c(-c5cc6c(cc5-c5ccc([Si](C)(C)C)cc5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,0.42813779,114,2,10,5,2,4,train
25599707,*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-c5nc(-c6cccc(-c7nc(*)c(-c8ccccc8)[nH]7)c6)[nH]c5-c5ccccc5)cc4)cc3)cc2)cc1,0.40187067,110,2,0,4,0,2,train
25748429,*c1ccc(Cc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)c(C)c2)cc1C,0.38793304,61,2,13,4,2,4,train
26367456,*Nc1ccc(C[C@](CC)(CCC)c2ccc(N)c(C[C@](C=C)(CC)c3ccc(N*)cc3)c2)cc1,0.35808156,65,2,13,0,3,1,train
26995134,*Nc1ccc(/C=C/c2ccc(N*)cc2)cc1,0.34415534,29,2,2,0,2,1,train
28121925,*c1ccc(C(c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.39361972,88,2,7,4,2,4,train
28200504,*CCOC(=O)NCCCCCCNC(=O)O*,0.32916214,24,2,10,4,2,2,train
28479659,*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(-c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)c2)cc1,0.36156161,101,2,4,8,2,4,valid
29482987,*C(=C(*)c1ccc(Oc2ccccc2)cc1)c1ccccc1,0.40046864,36,2,2,1,0,1,valid
29766304,*CC(*)(C)C(=O)Oc1ccc(C(=O)c2ccccc2)cc1,0.35600022,38,2,5,3,0,2,train
29881762,*CCCCCCN1C(=O)C(=O)N(*)C1=O,0.31655437,27,2,9,3,2,3,train
29928066,*CC(*)(C)C(=O)OCCn1c2ccccc2c2ccccc21,0.35181885,36,2,6,2,0,1,valid
30682090,*c1ccc(C(C)(C)c2ccc(N3C(=O)c4ccc(Oc5ccc6cc(Oc7ccc8c(c7)C(=O)N(*)C8=O)ccc6c5)cc4C3=O)cc2)cc1,0.38208553,91,2,7,6,2,4,train
31430153,*OC(COC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1)c1ccco1,0.34289328,48,2,5,4,2,2,train
31529134,*C(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1,0.33798245,55,2,4,4,3,4,train
31841016,*CC(*)(C)C(=O)OCCOC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.41138901,59,2,7,8,2,4,train
32316139,*CCN(*)C(=O)c1cc(F)cc(F)c1F,0.33952456,27,2,3,1,1,1,valid
32586958,*NC(N*)=C(N)/C(N)=N/C,0.29714034,21,2,4,0,5,2,train
34026248,*Nc1ccc(Cc2ccc(NC(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,0.36719294,70,2,3,3,2,3,train
34042817,*CCCCCCOC(=O)c1cccc(C(=O)O*)c1,0.34938247,30,2,8,4,0,2,train
34234994,*c1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(Oc4ccc(C(c5ccc(Oc6ccc(NC(=O)c7cccc(N8C(=O)c9ccc(C(*)(C(F)(F)F)C(F)(F)F)cc9C8=O)c7)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)c1)C2=O,0.36162895,162,2,12,8,4,6,train
34546505,*Oc1cccc(Oc2ccc(C(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)c1,0.37794539,79,2,2,5,0,3,train
35288312,*c1ccc(C=Nc2ccc(C(c3ccccc3)c3ccc(N=Cc4ccc(-c5ccc(*)s5)cc4)cc3)cc2)cc1,0.40126347,69,2,3,0,2,2,valid
35380876,*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Oc7ccc(-c8nc9cc%10sc(*)nc%10cc9s8)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,0.422749,105,2,0,6,0,4,train
35399593,*N=P(*)(Oc1ccc(C)cc1)Oc1ccc(C)cc1,0.39264145,33,2,2,2,1,1,train
35822036,*CC1(C)CC(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)CC(C)(C)C1,0.36993749,67,2,14,5,2,4,train
36780446,*Oc1cc(CCCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,0.36080704,40,2,6,4,0,2,train
37511814,*Nc1ccc2c(c1)c1ccccc1c1c(-c3ccc(CCCCC)cc3)c(N*)c(-c3ccc(CCCCC)cc3)cc21,0.36461838,70,2,10,0,2,0,train
37571918,*Nc1cc2ccc3ccc4c(N*)cc5ccc6ccc1c1c6c5c4c3c21,0.33562005,44,2,0,0,2,0,valid
37623475,*Nc1ccc(-c2ccc(N*)c(-c3cccc(C)c3)c2-c2cccc(C)c2)cc1,0.37320004,51,2,2,0,2,0,train
37727451,*C(=O)Nc1ccc(C)cc1N1C(=O)CC(N2C(=O)c3ccc(*)cc3C2=O)C1=O,0.34915334,55,2,8,5,3,5,train
38112797,*Nc1cc(C2CCCCC2)c2ccc3c(N*)c(-c4ccccc4)c(C4CCCCC4)c4c(-c5ccccc5)cc1c2c34,0.39389056,72,2,12,0,2,0,train
38228922,*C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cc(-c5nc6cc(*)ccc6[nH]5)cc(N5C(=O)c6ccccc6C5=O)c4)nc3c2)n1,0.36599842,93,2,4,4,3,4,train
39109326,*CCN(CCOC(=O)NCC1(C)CC(NC(=O)O*)CC(C)(C)C1)c1ccc(N=Nc2ccc(P(=O)(c3ccccc3)c3ccccc3)cc2)cc1,0.36633956,89,2,16,5,5,4,train
40088405,*c1ccc(C(c2ccccc2)c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,0.39645555,86,2,5,6,2,6,train
40146140,*C(=O)Nc1cc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(-c4nc5ccccc5o4)cc(N4C(=O)c5ccc(*)cc5C4=O)c2)C3=O)cc(-c2nc3ccccc3[nH]2)c1,0.37477933,113,2,6,6,4,6,train
40417262,*Nc1ccc(Oc2cccc(N*)c2)cc1,0.33227609,25,2,0,1,2,0,train
40655089,*C(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(S(=O)(=O)c8ccc(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cc8)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,0.36114325,160,2,6,12,4,8,valid
40953121,*C(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6ccc(C)c(N8C(=O)c9ccc(*)cc9C8=O)c6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,0.37070669,132,2,9,9,5,7,train
41386383,*CCCCCC(*)CCCCCC,0.40628619,16,2,12,0,0,0,train
41421570,*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(Oc6ccc(N7C(=O)c8ccc(C(*)(C(F)(F)F)C(F)(F)F)cc8C7=O)cc6)cc5)n4)cc3)cc1)C2=O,0.36563224,129,2,9,8,2,6,train
41644742,*Oc1ccc(OC(=O)c2cc(OCCCCOCC3CCCN3c3ccc([N+](=O)[O-])cc3)c(C(*)=O)cc2OCCCCOCC2CCCN2c2ccc([N+](=O)[O-])cc2)cc1,0.34909461,108,2,20,12,4,4,train
41977066,*CC(*)(C)C(=O)NC(=O)Oc1c(Br)cc(S(=O)(=O)c2cc(Br)c(O)c(Br)c2)cc1Br,0.37549639,65,2,5,6,1,4,valid
43489811,*CCCNC(=O)c1ccc(C(=O)NCCCO*)cc1,0.32981777,31,2,8,3,2,2,train
44130721,*Oc1ccc(OC(=O)c2cccc(Sc3ccc(OC(=O)c4ccc(C(=O)Oc5ccc(Sc6cccc(C(*)=O)c6)cc5)cc4)cc3)c2)cc1C,0.35931108,89,2,5,8,0,4,valid
44332410,*CC(*)CCCCCCC,0.40501273,13,2,9,0,0,0,valid
45108843,*O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,0.36246435,115,2,22,1,0,0,valid
45704443,*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccc(C(c5ccc(C(=O)c6ccc(*)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2)cc1,0.3798743,102,2,8,4,0,2,train
45818224,*OC(F)(F)C(F)(F)C(*)(F)F,0.2987695,24,2,3,1,0,0,valid
45908417,*C(=O)c1cccc(C(=O)N(*)c2ccccc2)c1,0.38456711,33,2,2,2,1,2,train
46067784,*CC(*)(C)C(=O)OCc1ccc2c(c1)c1ccccc1n2CCCC,0.3630391,41,2,9,2,0,1,train
46369100,*Nc1ccccc1C(C)(c1ccccc1N)c1ccccc1N*,0.35719832,35,2,2,0,3,0,train
46473006,*C=CC1CC(*)C(C#N)(CCC)C1,0.39981874,24,2,11,0,1,1,train
47046176,*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7cccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)c7)cc6C5=O)cc4)cc3)cc2)cc1,0.36207286,105,2,5,9,2,5,train
48202315,*c1ccc(Oc2ccc(Oc3ccc(P(=O)(c4ccccc4)c4ccc(Oc5ccc(Oc6ccc(-c7nc8cc9sc(*)nc9cc8s7)cc6)cc5)cc4)cc3)cc2)cc1,0.40182864,102,2,0,5,0,1,train
48308812,*CCCCCCNC(=O)C(=O)N*,0.3220757,20,2,8,2,2,2,train
48554956,*c1ccc(NC=Nc2ccc(S(*)(=O)=O)cc2)cc1,0.39082082,35,2,1,2,2,3,train
48717962,*Nc1ccc([C@](C)(c2ccccc2)c2cccc(N*)c2)cc1,0.35081859,41,2,2,0,2,0,train
49062920,*CCOCCOCCOC(=O)c1cc(N=Nc2ccc(OCC)cc2)ccc1-c1ccc(N=Nc2ccc(OCC)cc2)cc1C(=O)O*,0.36389929,75,2,12,8,4,4,train
49325830,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc3c(c1)Cc1cc(N4C(=O)c5ccc(*)cc5C4=O)ccc1-3)C2=O,0.38603498,75,2,6,5,2,5,train
49367014,*Oc1cccc(C(=O)c2ccc(*)cc2)c1,0.36502137,28,2,1,2,0,1,train
49886836,*Oc1ccc(C2(c3ccc(Oc4c(F)c(F)c(C(=O)c5c(F)c(F)c(*)c(F)c5F)c(F)c4F)cc3)c3ccccc3-c3ccccc32)cc1,0.39033829,91,2,2,3,0,1,train
50053709,*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4C(F)(F)F)cc3)c1)C2=O,0.37058659,95,2,7,7,2,6,valid
51223278,*C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3cccc(N5C(=O)c6ccc(*)cc6C5=O)c3)C4=O)cc2)cc1,0.3563254,95,2,9,8,2,6,train
51367162,*C(=O)c1ccc2c(c1)C(=O)N(C1CCC(CC3CCC(N4C(=O)c5ccc(*)cc5C4=O)C(C)C3)CC1C)C2=O,0.38365388,76,2,20,5,2,5,train
51939851,*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5nnc(*)n5-c5ccccc5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,0.38673273,84,2,3,2,0,0,valid
51976096,*Oc1ccc(CC(NC(=O)Cc2ccc(OC(=O)CC(C)CCC(*)=O)cc2)C(=O)OCCCCCCCC)cc1,0.35062977,66,2,20,7,1,4,train
52649125,*Oc1ccc(N=CCCCC=Nc2ccc(OC(=O)NC3CC(C)(C)CC(C)(CNC(*)=O)C3)cc2)cc1,0.35087282,65,2,17,4,4,4,train
52868719,*CC(*)C(=O)OCCSCCCC#N,0.38452978,21,2,9,2,1,1,valid
53311142,*CCOC(=O)CC(C)O*,0.33475958,16,2,6,3,0,1,train
53548350,*Nc1ccc(-c2ccc(N*)c3c2CCCC3)cc1,0.35475566,31,2,4,0,2,0,train
53844809,*CC(*)(C)C(=O)OCCCCCCCC[n+]1ccc(N(C)C)cc1,0.36783355,41,2,14,2,1,1,train
53951865,*Nc1c(O)c(N)c(N)c(O)c1N*,0.31749993,24,2,0,2,4,0,train
54206705,*C=C(*)C(CCCCCCC)[Si](C)(C)C,0.41060554,28,2,13,0,0,1,train
